Total floor area,Window fraction,Annual Average temperature,Occupancy level,Total heating and cooling energy use - GJ
241410,0.16,39.45,2.52,11049.15
241410,0.16,39.45,2.76,11205.01
241410,0.16,39.45,1.52,11171.3
241410,0.16,39.45,2.77,11188.61
241410,0.16,39.45,4.63,10939.72
241410,0.16,39.45,3.89,10767.53
241410,0.16,39.45,3.22,10710.43
241410,0.16,39.45,4.16,10842.91
241410,0.16,39.45,2.88,11138.09
241410,0.16,39.45,4.11,10820.62
241410,0.16,39.45,3.5,10956.16
241410,0.16,39.45,2.72,11220.05
241410,0.16,39.45,2.19,11155.92
241410,0.16,39.45,2.03,11161.34
241410,0.16,39.45,1.7,11281.27
241410,0.16,39.45,1.44,11427.23
241410,0.16,39.45,1.79,11243.57
241410,0.16,39.45,3.62,11006.73
241410,0.16,39.45,1.56,11172.89
241410,0.16,39.45,3.81,10977.42
241410,0.16,39.45,3.9,10964.04
241410,0.16,39.45,3.68,11020.11
241410,0.16,39.45,4.59,10847.14
241410,0.16,39.45,2.29,11284.18
241410,0.16,39.45,3.23,10610.91
241410,0.16,39.45,2.58,11139.39
241410,0.16,39.45,3.71,11053.92
241410,0.16,39.45,3.39,10811.36
241410,0.16,39.45,1.41,11185.21
241410,0.16,39.45,4.35,10714.78
241410,0.16,64.65,2.03,8031.74
241410,0.16,64.65,3.33,7946.67
241410,0.16,64.65,2.37,7835.89
241410,0.16,64.65,3.26,7890.34
241410,0.16,64.65,2.86,7947.01
241410,0.16,64.65,1.15,8152.86
241410,0.16,64.65,3.47,7699
241410,0.16,64.65,3.66,7800.22
241410,0.16,64.65,3.08,7897.03
241410,0.16,64.65,2.62,7839.7
241410,0.16,64.65,3.4,7649.15
241410,0.16,64.65,2.96,7618.69
241410,0.16,64.65,4.09,7780.01
241410,0.16,64.65,3.04,7910.02
241410,0.16,64.65,2.49,7722.53
241410,0.16,64.65,1.8,8025.3
241410,0.16,64.65,4.25,7647.3
241410,0.16,64.65,2.99,7892.16
241410,0.16,64.65,2.81,7914.51
241410,0.16,64.65,2.94,7865.79
241410,0.16,64.65,2.07,8000.85
241410,0.16,64.65,3.56,7475.23
241410,0.16,64.65,3.46,7566.49
241410,0.16,64.65,2.41,7708.09
241410,0.16,64.65,2.51,7863.12
241410,0.16,64.65,2.26,8108.81
241410,0.16,64.65,3.97,7822.94
241410,0.16,64.65,4.03,7790.98
241410,0.16,64.65,3.3,7871.87
241410,0.16,64.65,2.85,7853.03
241410,0.16,64.65,1.98,7913.29
241410,0.16,64.65,2.7,7785.43
241410,0.16,64.65,2.91,7917.36
241410,0.16,64.65,2.13,7988.68
241410,0.16,64.65,3.33,7507.91
241410,0.16,64.65,2.45,7920.79
241410,0.16,64.65,4.46,7469.48
241410,0.16,64.65,1.28,8137.86
241410,0.16,64.65,3.17,7851.07
241410,0.16,64.65,3.54,7577.26
241410,0.16,64.65,4.41,7768.71
241410,0.16,64.65,3.11,7708.41
241410,0.16,64.65,4.3,7528.88
241410,0.16,64.65,1.85,8074.93
241410,0.16,64.65,2.36,7778.42
241410,0.16,64.65,2.33,7924.37
241410,0.16,64.65,2.32,8008.01
241410,0.16,64.65,2.09,7979.74
241410,0.16,64.65,1.94,8018.67
241410,0.16,64.65,2.23,7918.51
241410,0.16,64.65,1.87,7936.39
241410,0.16,64.65,3.84,7802.29
241410,0.16,64.65,3.08,7931.15
241410,0.16,64.65,2.15,7771.88
241410,0.16,64.65,2.66,7929.14
241410,0.16,64.65,2.6,7917.08
241410,0.16,64.65,4.91,7746.68
241410,0.16,64.65,3.16,7811.58
241410,0.16,64.65,2.2,7869.46
241410,0.16,64.65,2.47,7895.06
241410,0.16,64.65,2.4,8141.06
241410,0.16,64.65,3.03,7850.82
241410,0.16,64.65,2.54,8015.07
241410,0.16,64.65,2.8,7550.04
241410,0.16,64.65,4.82,7732.01
241410,0.16,64.65,1.73,8055.69
241410,0.16,64.65,2.64,7949.95
241410,0.16,64.65,1.62,8189.13
241410,0.16,64.65,2.68,7961.72
241410,0.16,64.65,3.74,7573.55
241410,0.16,64.65,2.52,7908.96
241410,0.16,64.65,2.76,7999.81
241410,0.16,64.65,1.52,8000.92
241410,0.16,64.65,2.77,7993.87
241410,0.16,64.65,4.63,7785.66
241410,0.16,64.65,3.89,7529.61
241410,0.16,64.65,3.22,7530.09
241410,0.16,64.65,4.16,7606.79
241410,0.16,64.65,2.88,7973.3
241410,0.16,64.65,4.11,7693.87
241410,0.16,64.65,3.5,7780.51
241410,0.16,64.65,2.72,8044.18
241410,0.16,64.65,2.19,7971.06
241410,0.16,64.65,2.03,8016.56
241410,0.16,64.65,1.7,8090.32
241410,0.16,64.65,1.44,8183.23
241410,0.16,64.65,1.79,8027.39
241410,0.16,64.65,3.62,7701.57
241410,0.16,64.65,1.56,8018.62
241410,0.16,64.65,3.81,7820.75
241410,0.16,64.65,3.9,7790.8
241410,0.16,64.65,3.68,7833.78
241410,0.16,64.65,4.59,7600.01
241410,0.16,64.65,2.29,8075.93
241410,0.16,64.65,3.23,7541.74
241410,0.16,64.65,2.58,7971.38
241410,0.16,64.65,3.71,7854.54
241410,0.16,64.65,3.39,7644.13
241410,0.16,64.65,1.41,7981.44
241410,0.16,64.65,4.35,7613.58
241410,0.16,27.55,2.03,13881.99
241410,0.16,27.55,3.33,13791.4
241410,0.16,27.55,2.37,13748.27
241410,0.16,27.55,3.26,13669.71
241410,0.16,27.55,2.86,13776.04
241410,0.16,27.55,1.15,13978.49
241410,0.16,27.55,3.47,13365.32
241410,0.16,27.55,3.66,13562.91
241410,0.16,27.55,3.08,13814.68
241410,0.16,27.55,2.62,13561.74
241410,0.16,27.55,3.4,13555.41
241410,0.16,27.55,2.96,13410.84
241410,0.16,27.55,4.09,13558.67
241410,0.16,27.55,3.04,13760.2
241410,0.16,27.55,2.49,13638.34
241410,0.16,27.55,1.8,13821.75
241410,0.16,27.55,4.25,13291.23
241410,0.16,27.55,2.99,13640.34
241410,0.16,27.55,2.81,13727.59
241410,0.16,27.55,2.94,13606.16
241410,0.16,27.55,2.07,13841.04
241410,0.16,27.55,3.56,13156.27
241410,0.16,27.55,3.46,13388.45
241410,0.16,27.55,2.41,13627.92
241410,0.16,27.55,2.51,13581.79
241410,0.16,27.55,2.26,14016.01
241410,0.16,27.55,3.97,13628.27
241410,0.16,27.55,4.03,13575.86
241410,0.16,27.55,3.3,13682.14
241410,0.16,27.55,2.85,13594.77
241410,0.16,27.55,1.98,13658.78
241410,0.16,27.55,2.7,13538.92
241410,0.16,27.55,2.91,13722.05
241410,0.16,27.55,2.13,13805.93
241410,0.16,27.55,3.33,13172.34
241410,0.16,27.55,2.45,13673.27
241410,0.16,27.55,4.46,13141.38
241410,0.16,27.55,1.28,14001.48
241410,0.16,27.55,3.17,13620.81
241410,0.16,27.55,3.54,13327.12
241410,0.16,27.55,4.41,13571.66
241410,0.16,27.55,3.11,13653.26
241410,0.16,27.55,4.3,13250.25
241410,0.16,27.55,1.85,13945.5
241410,0.16,27.55,2.36,13593.02
241410,0.16,27.55,2.33,13753.21
241410,0.16,27.55,2.32,13793.72
241410,0.16,27.55,2.09,13796.47
241410,0.16,27.55,1.94,13816.43
241410,0.16,27.55,2.23,13660.86
241410,0.16,27.55,1.87,13672.36
241410,0.16,27.55,3.84,13543.79
241410,0.16,27.55,3.08,13736.95
241410,0.16,27.55,2.15,13727.16
241410,0.16,27.55,2.66,13703.3
241410,0.16,27.55,2.6,13658.71
241410,0.16,27.55,4.91,13566.86
241410,0.16,27.55,3.16,13544.26
241410,0.16,27.55,2.2,13575.74
241410,0.16,27.55,2.47,13663.16
241410,0.16,27.55,2.4,14123.68
241410,0.16,27.55,3.03,13588.47
241410,0.16,27.55,2.54,13855.44
241410,0.16,27.55,2.8,13265.12
241410,0.16,27.55,4.82,13494.94
241410,0.16,27.55,1.73,13903.33
241410,0.16,27.55,2.64,13771.98
241410,0.16,27.55,1.62,14164.45
241410,0.16,27.55,2.68,13765.56
241410,0.16,27.55,3.74,13447.18
241410,0.16,27.55,2.52,13637.05
241410,0.16,27.55,2.76,13836.37
241410,0.16,27.55,1.52,13797.97
241410,0.16,27.55,2.77,13854.33
241410,0.16,27.55,4.63,13584.78
241410,0.16,27.55,3.89,13388.57
241410,0.16,27.55,3.22,13350.02
241410,0.16,27.55,4.16,13508.95
241410,0.16,27.55,2.88,13813.92
241410,0.16,27.55,4.11,13392.29
241410,0.16,27.55,3.5,13508.69
241410,0.16,27.55,2.72,13932.11
241410,0.16,27.55,2.19,13778.11
241410,0.16,27.55,2.03,13816.17
241410,0.16,27.55,1.7,13920.32
241410,0.16,27.55,1.44,14111.42
241410,0.16,27.55,1.79,13877.12
241410,0.16,27.55,3.62,13678.75
241410,0.16,27.55,1.56,13824.14
241410,0.16,27.55,3.81,13592.54
241410,0.16,27.55,3.9,13559.7
241410,0.16,27.55,3.68,13632.22
241410,0.16,27.55,4.59,13459.76
241410,0.16,27.55,2.29,13958.77
241410,0.16,27.55,3.23,13223.35
241410,0.16,27.55,2.58,13774.55
241410,0.16,27.55,3.71,13666.1
241410,0.16,27.55,3.39,13480.03
241410,0.16,27.55,1.41,13797.87
241410,0.16,27.55,4.35,13290.42
241410,0.16,45.5,2.03,9835.69
241410,0.16,45.5,3.33,9745.61
241410,0.16,45.5,2.37,9560.88
241410,0.16,45.5,3.26,9657.68
241410,0.16,45.5,2.86,9738.33
241410,0.16,45.5,1.15,9956.5
241410,0.16,45.5,3.47,9408.22
241410,0.16,45.5,3.66,9555.55
241410,0.16,45.5,3.08,9664.95
241410,0.16,45.5,2.62,9596.91
241410,0.16,45.5,3.4,9256.69
241410,0.16,45.5,2.96,9119.03
241410,0.16,45.5,4.09,9538.01
241410,0.16,45.5,3.04,9657.33
241410,0.16,45.5,2.49,9377.38
241410,0.16,45.5,1.8,9818.19
241410,0.16,45.5,4.25,9357.47
241410,0.16,45.5,2.99,9637.71
241410,0.16,45.5,2.81,9689.5
241410,0.16,45.5,2.94,9621.89
241410,0.16,45.5,2.07,9802.18
241410,0.16,45.5,3.56,8907.8
241410,0.16,45.5,3.46,9081.78
241410,0.16,45.5,2.41,9304.59
241410,0.16,45.5,2.51,9613.22
241410,0.16,45.5,2.26,9924.11
241410,0.16,45.5,3.97,9599.49
241410,0.16,45.5,4.03,9551.32
241410,0.16,45.5,3.3,9644.04
241410,0.16,45.5,2.85,9597.89
241410,0.16,45.5,1.98,9673.87
241410,0.16,45.5,2.7,9510.35
241410,0.16,45.5,2.91,9689.6
241410,0.16,45.5,2.13,9772.68
241410,0.16,45.5,3.33,8928.82
241410,0.16,45.5,2.45,9675.09
241410,0.16,45.5,4.46,8257.03
241410,0.16,45.5,1.28,9972.43
241410,0.16,45.5,3.17,9608.1
241410,0.16,45.5,3.54,9057.73
241410,0.16,45.5,4.41,9538.97
241410,0.16,45.5,3.11,9317.62
241410,0.16,45.5,4.3,8351.11
241410,0.16,45.5,1.85,9912.96
241410,0.16,45.5,2.36,9499.7
241410,0.16,45.5,2.33,9691.47
241410,0.16,45.5,2.32,9782.91
241410,0.16,45.5,2.09,9765.66
241410,0.16,45.5,1.94,9785.48
241410,0.16,45.5,2.23,9697.07
241410,0.16,45.5,1.87,9692.81
241410,0.16,45.5,3.84,9533.77
241410,0.16,45.5,3.08,9685.84
241410,0.16,45.5,2.15,9390.38
241410,0.16,45.5,2.66,9690.16
241410,0.16,45.5,2.6,9650.79
241410,0.16,45.5,4.91,9513
241410,0.16,45.5,3.16,9558.8
241410,0.16,45.5,2.2,9606.11
241410,0.16,45.5,2.47,9656.43
241410,0.16,45.5,2.4,10003.32
241410,0.16,45.5,3.03,9600.82
241410,0.16,45.5,2.54,9812.78
241410,0.16,45.5,2.8,9007.05
241410,0.16,45.5,4.82,9497.71
241410,0.16,45.5,1.73,9875.3
241410,0.16,45.5,2.64,9737.17
241410,0.16,45.5,1.62,10074.53
241410,0.16,45.5,2.68,9733.32
241410,0.16,45.5,3.74,9138.24
241410,0.16,45.5,2.52,9652.8
241410,0.16,45.5,2.76,9810.69
241410,0.16,45.5,1.52,9814.51
241410,0.16,45.5,2.77,9808.94
241410,0.16,45.5,4.63,9536.54
241410,0.16,45.5,3.89,9126.86
241410,0.16,45.5,3.22,9070.26
241410,0.16,45.5,4.16,9245.34
241410,0.16,45.5,2.88,9772.91
241410,0.16,45.5,4.11,9405.17
241410,0.16,45.5,3.5,9526.03
241410,0.16,45.5,2.72,9840.48
241410,0.16,45.5,2.19,9756.09
241410,0.16,45.5,2.03,9789.22
241410,0.16,45.5,1.7,9901.54
241410,0.16,45.5,1.44,10033.01
241410,0.16,45.5,1.79,9837.97
241410,0.16,45.5,3.62,9351.81
241410,0.16,45.5,1.56,9822.15
241410,0.16,45.5,3.81,9565.9
241410,0.16,45.5,3.9,9548
241410,0.16,45.5,3.68,9602.47
241410,0.16,45.5,4.59,8624.14
241410,0.16,45.5,2.29,9876.75
241410,0.16,45.5,3.23,8983.77
241410,0.16,45.5,2.58,9740.03
241410,0.16,45.5,3.71,9639.02
241410,0.16,45.5,3.39,9166.47
241410,0.16,45.5,1.41,9775.07
241410,0.16,45.5,4.35,9325.98
241410,0.16,69.05,2.03,9322.79
241410,0.16,69.05,3.33,9226.18
241410,0.16,69.05,2.37,9266.28
241410,0.16,69.05,3.26,9190.42
241410,0.16,69.05,2.86,9236.59
241410,0.16,69.05,1.15,9388.98
241410,0.16,69.05,3.47,9024.71
241410,0.16,69.05,3.66,9099.7
241410,0.16,69.05,3.08,9264.12
241410,0.16,69.05,2.62,9152.57
241410,0.16,69.05,3.4,9156.91
241410,0.16,69.05,2.96,9096.93
241410,0.16,69.05,4.09,9078.28
241410,0.16,69.05,3.04,9161.06
241410,0.16,69.05,2.49,9209.68
241410,0.16,69.05,1.8,9305.55
241410,0.16,69.05,4.25,8975.66
241410,0.16,69.05,2.99,9160.12
241410,0.16,69.05,2.81,9198.25
241410,0.16,69.05,2.94,9161.3
241410,0.16,69.05,2.07,9300.06
241410,0.16,69.05,3.56,8938.68
241410,0.16,69.05,3.46,9064.32
241410,0.16,69.05,2.41,9234.54
241410,0.16,69.05,2.51,9172.45
241410,0.16,69.05,2.26,9339.53
241410,0.16,69.05,3.97,9118.46
241410,0.16,69.05,4.03,9082.6
241410,0.16,69.05,3.3,9164.43
241410,0.16,69.05,2.85,9171.94
241410,0.16,69.05,1.98,9234.4
241410,0.16,69.05,2.7,9159.54
241410,0.16,69.05,2.91,9204.23
241410,0.16,69.05,2.13,9284.79
241410,0.16,69.05,3.33,8967.07
241410,0.16,69.05,2.45,9206.39
241410,0.16,69.05,4.46,8924.71
241410,0.16,69.05,1.28,9417.08
241410,0.16,69.05,3.17,9137.77
241410,0.16,69.05,3.54,9054.2
241410,0.16,69.05,4.41,9074.83
241410,0.16,69.05,3.11,9219.44
241410,0.16,69.05,4.3,8990.85
241410,0.16,69.05,1.85,9377.69
241410,0.16,69.05,2.36,9201.58
241410,0.16,69.05,2.33,9262.28
241410,0.16,69.05,2.32,9268.89
241410,0.16,69.05,2.09,9272.34
241410,0.16,69.05,1.94,9275.97
241410,0.16,69.05,2.23,9206.57
241410,0.16,69.05,1.87,9250.46
241410,0.16,69.05,3.84,9072.58
241410,0.16,69.05,3.08,9199.25
241410,0.16,69.05,2.15,9277.26
241410,0.16,69.05,2.66,9202.83
241410,0.16,69.05,2.6,9170.06
241410,0.16,69.05,4.91,9048.04
241410,0.16,69.05,3.16,9123.23
241410,0.16,69.05,2.2,9179.88
241410,0.16,69.05,2.47,9195.53
241410,0.16,69.05,2.4,9388.59
241410,0.16,69.05,3.03,9146.26
241410,0.16,69.05,2.54,9275.12
241410,0.16,69.05,2.8,9028.61
241410,0.16,69.05,4.82,9027.42
241410,0.16,69.05,1.73,9352.42
241410,0.16,69.05,2.64,9234.08
241410,0.16,69.05,1.62,9467.96
241410,0.16,69.05,2.68,9232.61
241410,0.16,69.05,3.74,9089.46
241410,0.16,69.05,2.52,9196.6
241410,0.16,69.05,2.76,9295.17
241410,0.16,69.05,1.52,9313.78
241410,0.16,69.05,2.77,9268.57
241410,0.16,69.05,4.63,9052.99
241410,0.16,69.05,3.89,9046.69
241410,0.16,69.05,3.22,9070.03
241410,0.16,69.05,4.16,9086.53
241410,0.16,69.05,2.88,9242.91
241410,0.16,69.05,4.11,9030.99
241410,0.16,69.05,3.5,9107.76
241410,0.16,69.05,2.72,9268.24
241410,0.16,69.05,2.19,9259.32
241410,0.16,69.05,2.03,9273.7
241410,0.16,69.05,1.7,9360.12
241410,0.16,69.05,1.44,9439.16
241410,0.16,69.05,1.79,9328.25
241410,0.16,69.05,3.62,9196.48
241410,0.16,69.05,1.56,9306.79
241410,0.16,69.05,3.81,9101.73
241410,0.16,69.05,3.9,9089.5
241410,0.16,69.05,3.68,9127.15
241410,0.16,69.05,4.59,9058.22
241410,0.16,69.05,2.29,9319.39
241410,0.16,69.05,3.23,9001.16
241410,0.16,69.05,2.58,9236.58
241410,0.16,69.05,3.71,9156.05
241410,0.16,69.05,3.39,9120.39
241410,0.16,69.05,1.41,9334.33
241410,0.16,69.05,4.35,8964.6
241410,0.16,63,2.03,9434.77
241410,0.16,63,3.33,9326.4
241410,0.16,63,2.37,9375.78
241410,0.16,63,3.26,9290.85
241410,0.16,63,2.86,9348.19
241410,0.16,63,1.15,9497.06
241410,0.16,63,3.47,9088.13
241410,0.16,63,3.66,9203.88
241410,0.16,63,3.08,9385.11
241410,0.16,63,2.62,9243.04
241410,0.16,63,3.4,9251.63
241410,0.16,63,2.96,9154.61
241410,0.16,63,4.09,9165.99
241410,0.16,63,3.04,9246.16
241410,0.16,63,2.49,9304.29
241410,0.16,63,1.8,9429.9
241410,0.16,63,4.25,9043.21
241410,0.16,63,2.99,9246.73
241410,0.16,63,2.81,9297.15
241410,0.16,63,2.94,9258.16
241410,0.16,63,2.07,9414.11
241410,0.16,63,3.56,8975.02
241410,0.16,63,3.46,9127.87
241410,0.16,63,2.41,9319.21
241410,0.16,63,2.51,9262.26
241410,0.16,63,2.26,9485.89
241410,0.16,63,3.97,9210.29
241410,0.16,63,4.03,9166.54
241410,0.16,63,3.3,9268.16
241410,0.16,63,2.85,9270.34
241410,0.16,63,1.98,9330.93
241410,0.16,63,2.7,9247.82
241410,0.16,63,2.91,9309.84
241410,0.16,63,2.13,9397.46
241410,0.16,63,3.33,9000.53
241410,0.16,63,2.45,9295.74
241410,0.16,63,4.46,8962.81
241410,0.16,63,1.28,9535.12
241410,0.16,63,3.17,9223.82
241410,0.16,63,3.54,9101.48
241410,0.16,63,4.41,9170.63
241410,0.16,63,3.11,9315.85
241410,0.16,63,4.3,9043.02
241410,0.16,63,1.85,9502.13
241410,0.16,63,2.36,9293.71
241410,0.16,63,2.33,9372.28
241410,0.16,63,2.32,9368.58
241410,0.16,63,2.09,9383.45
241410,0.16,63,1.94,9371.46
241410,0.16,63,2.23,9307.29
241410,0.16,63,1.87,9330.37
241410,0.16,63,3.84,9147.32
241410,0.16,63,3.08,9267.22
241410,0.16,63,2.15,9380.04
241410,0.16,63,2.66,9298.78
241410,0.16,63,2.6,9251.18
241410,0.16,63,4.91,9133.09
241410,0.16,63,3.16,9199.72
241410,0.16,63,2.2,9259.3
241410,0.16,63,2.47,9287.87
241410,0.16,63,2.4,9521.95
241410,0.16,63,3.03,9242.93
241410,0.16,63,2.54,9383.58
241410,0.16,63,2.8,9069.25
241410,0.16,63,4.82,9109.08
241410,0.16,63,1.73,9472.04
241410,0.16,63,2.64,9351.23
241410,0.16,63,1.62,9604
241410,0.16,63,2.68,9330.28
241410,0.16,63,3.74,9162.95
241410,0.16,63,2.52,9284.45
241410,0.16,63,2.76,9414.26
241410,0.16,63,1.52,9422.52
241410,0.16,63,2.77,9389.97
241410,0.16,63,4.63,9127.72
241410,0.16,63,3.89,9127.16
241410,0.16,63,3.22,9129.93
241410,0.16,63,4.16,9182.66
241410,0.16,63,2.88,9347.33
241410,0.16,63,4.11,9110.22
241410,0.16,63,3.5,9192.56
241410,0.16,63,2.72,9376.7
241410,0.16,63,2.19,9359.9
241410,0.16,63,2.03,9370.52
241410,0.16,63,1.7,9449.88
241410,0.16,63,1.44,9569.17
241410,0.16,63,1.79,9450.08
241410,0.16,63,3.62,9312.23
241410,0.16,63,1.56,9419.24
241410,0.16,63,3.81,9187.52
241410,0.16,63,3.9,9171.67
241410,0.16,63,3.68,9220.2
241410,0.16,63,4.59,9148.45
241410,0.16,63,2.29,9430.1
241410,0.16,63,3.23,9039.12
241410,0.16,63,2.58,9331.89
241410,0.16,63,3.71,9258.16
241410,0.16,63,3.39,9192.21
241410,0.16,63,1.41,9447.49
241410,0.16,63,4.35,9013.86
241410,0.16,77.05,2.03,9576.49
241410,0.16,77.05,3.33,9477.42
241410,0.16,77.05,2.37,9560.53
241410,0.16,77.05,3.26,9489.29
241410,0.16,77.05,2.86,9510.61
241410,0.16,77.05,1.15,9601.61
241410,0.16,77.05,3.47,9328.13
241410,0.16,77.05,3.66,9393.24
241410,0.16,77.05,3.08,9547.55
241410,0.16,77.05,2.62,9448.32
241410,0.16,77.05,3.4,9479.74
241410,0.16,77.05,2.96,9448.42
241410,0.16,77.05,4.09,9381.55
241410,0.16,77.05,3.04,9413.71
241410,0.16,77.05,2.49,9517.44
241410,0.16,77.05,1.8,9544.61
241410,0.16,77.05,4.25,9312.59
241410,0.16,77.05,2.99,9416.98
241410,0.16,77.05,2.81,9475.8
241410,0.16,77.05,2.94,9455.23
241410,0.16,77.05,2.07,9569.52
241410,0.16,77.05,3.56,9323.44
241410,0.16,77.05,3.46,9414.62
241410,0.16,77.05,2.41,9550.53
241410,0.16,77.05,2.51,9467.43
241410,0.16,77.05,2.26,9559.62
241410,0.16,77.05,3.97,9394.17
241410,0.16,77.05,4.03,9368.07
241410,0.16,77.05,3.3,9452.89
241410,0.16,77.05,2.85,9477.43
241410,0.16,77.05,1.98,9516.14
241410,0.16,77.05,2.7,9469.26
241410,0.16,77.05,2.91,9485.4
241410,0.16,77.05,2.13,9562.05
241410,0.16,77.05,3.33,9355.5
241410,0.16,77.05,2.45,9459.44
241410,0.16,77.05,4.46,9320.46
241410,0.16,77.05,1.28,9636.9
241410,0.16,77.05,3.17,9423.39
241410,0.16,77.05,3.54,9420.01
241410,0.16,77.05,4.41,9381.25
241410,0.16,77.05,3.11,9528.84
241410,0.16,77.05,4.3,9369.14
241410,0.16,77.05,1.85,9630.59
241410,0.16,77.05,2.36,9506.98
241410,0.16,77.05,2.33,9551.45
241410,0.16,77.05,2.32,9510.66
241410,0.16,77.05,2.09,9543.24
241410,0.16,77.05,1.94,9513.91
241410,0.16,77.05,2.23,9485
241410,0.16,77.05,1.87,9488.67
241410,0.16,77.05,3.84,9344.5
241410,0.16,77.05,3.08,9431.49
241410,0.16,77.05,2.15,9571.28
241410,0.16,77.05,2.66,9454.41
241410,0.16,77.05,2.6,9424.67
241410,0.16,77.05,4.91,9333.14
241410,0.16,77.05,3.16,9408.03
241410,0.16,77.05,2.2,9440.81
241410,0.16,77.05,2.47,9478.85
241410,0.16,77.05,2.4,9596.25
241410,0.16,77.05,3.03,9438.15
241410,0.16,77.05,2.54,9512.14
241410,0.16,77.05,2.8,9400.17
241410,0.16,77.05,4.82,9335.88
241410,0.16,77.05,1.73,9617.76
241410,0.16,77.05,2.64,9500.68
241410,0.16,77.05,1.62,9686.88
241410,0.16,77.05,2.68,9484.83
241410,0.16,77.05,3.74,9427.86
241410,0.16,77.05,2.52,9450.92
241410,0.16,77.05,2.76,9571.18
241410,0.16,77.05,1.52,9579.88
241410,0.16,77.05,2.77,9530.34
241410,0.16,77.05,4.63,9331.36
241410,0.16,77.05,3.89,9390.01
241410,0.16,77.05,3.22,9413.01
241410,0.16,77.05,4.16,9413.66
241410,0.16,77.05,2.88,9507.92
241410,0.16,77.05,4.11,9364.37
241410,0.16,77.05,3.5,9385.84
241410,0.16,77.05,2.72,9495.78
241410,0.16,77.05,2.19,9529.08
241410,0.16,77.05,2.03,9509.31
241410,0.16,77.05,1.7,9567.48
241410,0.16,77.05,1.44,9641.59
241410,0.16,77.05,1.79,9590.35
241410,0.16,77.05,3.62,9504.23
241410,0.16,77.05,1.56,9567.8
241410,0.16,77.05,3.81,9371.97
241410,0.16,77.05,3.9,9379.47
241410,0.16,77.05,3.68,9422.12
241410,0.16,77.05,4.59,9391.28
241410,0.16,77.05,2.29,9544.85
241410,0.16,77.05,3.23,9381.11
241410,0.16,77.05,2.58,9477.78
241410,0.16,77.05,3.71,9442.73
241410,0.16,77.05,3.39,9462.45
241410,0.16,77.05,1.41,9610.05
241410,0.16,77.05,4.35,9282.56
241410,0.16,75.05,2.03,8311.45
241410,0.16,75.05,3.33,8229.64
241410,0.16,75.05,2.37,8262.03
241410,0.16,75.05,3.26,8180.71
241410,0.16,75.05,2.86,8230.89
241410,0.16,75.05,1.15,8410.81
241410,0.16,75.05,3.47,8035.73
241410,0.16,75.05,3.66,8107.77
241410,0.16,75.05,3.08,8245.74
241410,0.16,75.05,2.62,8157.11
241410,0.16,75.05,3.4,8115.02
241410,0.16,75.05,2.96,8063.86
241410,0.16,75.05,4.09,8084.85
241410,0.16,75.05,3.04,8218.26
241410,0.16,75.05,2.49,8193.81
241410,0.16,75.05,1.8,8314.64
241410,0.16,75.05,4.25,7973.5
241410,0.16,75.05,2.99,8195.03
241410,0.16,75.05,2.81,8207.62
241410,0.16,75.05,2.94,8163.33
241410,0.16,75.05,2.07,8290.09
241410,0.16,75.05,3.56,7929.39
241410,0.16,75.05,3.46,8020.41
241410,0.16,75.05,2.41,8171.23
241410,0.16,75.05,2.51,8174.53
241410,0.16,75.05,2.26,8384.57
241410,0.16,75.05,3.97,8120.92
241410,0.16,75.05,4.03,8091.65
241410,0.16,75.05,3.3,8165.02
241410,0.16,75.05,2.85,8166.5
241410,0.16,75.05,1.98,8224.42
241410,0.16,75.05,2.7,8156.63
241410,0.16,75.05,2.91,8204.76
241410,0.16,75.05,2.13,8275.81
241410,0.16,75.05,3.33,7960.09
241410,0.16,75.05,2.45,8226.03
241410,0.16,75.05,4.46,7922.86
241410,0.16,75.05,1.28,8409.11
241410,0.16,75.05,3.17,8151.16
241410,0.16,75.05,3.54,8028.2
241410,0.16,75.05,4.41,8074.03
241410,0.16,75.05,3.11,8153.15
241410,0.16,75.05,4.3,7975.58
241410,0.16,75.05,1.85,8351.16
241410,0.16,75.05,2.36,8194.22
241410,0.16,75.05,2.33,8255.61
241410,0.16,75.05,2.32,8295.16
241410,0.16,75.05,2.09,8268.16
241410,0.16,75.05,1.94,8320.98
241410,0.16,75.05,2.23,8209.76
241410,0.16,75.05,1.87,8253.35
241410,0.16,75.05,3.84,8106.23
241410,0.16,75.05,3.08,8226.78
241410,0.16,75.05,2.15,8217.69
241410,0.16,75.05,2.66,8232.58
241410,0.16,75.05,2.6,8221.56
241410,0.16,75.05,4.91,8057.76
241410,0.16,75.05,3.16,8128.66
241410,0.16,75.05,2.2,8201.08
241410,0.16,75.05,2.47,8203.77
241410,0.16,75.05,2.4,8392.02
241410,0.16,75.05,3.03,8151.92
241410,0.16,75.05,2.54,8305.15
241410,0.16,75.05,2.8,8010.29
241410,0.16,75.05,4.82,8041.46
241410,0.16,75.05,1.73,8327.68
241410,0.16,75.05,2.64,8243.49
241410,0.16,75.05,1.62,8440.49
241410,0.16,75.05,2.68,8250.83
241410,0.16,75.05,3.74,8034.04
241410,0.16,75.05,2.52,8222.56
241410,0.16,75.05,2.76,8282.73
241410,0.16,75.05,1.52,8283.44
241410,0.16,75.05,2.77,8268.17
241410,0.16,75.05,4.63,8087.11
241410,0.16,75.05,3.89,8016.76
241410,0.16,75.05,3.22,8007.49
241410,0.16,75.05,4.16,8075.33
