Total floor area,Window fraction,Annual Average temperature,Occupancy level,Total heating and cooling energy use - GJ
22500,0.11,64.65,5.04,239.5
22500,0.11,64.65,2.86,246.95
22500,0.11,64.65,10.08,240.62
22500,0.11,64.65,5.92,236.73
22500,0.11,64.65,5.81,239.59
22500,0.11,64.65,5.08,235.42
22500,0.11,64.65,10.27,243.99
22500,0.11,64.65,8.67,243.2
22500,0.11,64.65,8.37,242.97
22500,0.11,64.65,4.27,237.1
22500,0.11,64.65,10.37,246.53
22500,0.11,64.65,3.87,241.66
22500,0.11,64.65,5.45,238.57
22500,0.11,64.65,8.9,241.04
22500,0.11,64.65,9.05,238.16
22500,0.11,64.65,9.4,246.31
22500,0.11,64.65,4.6,235.81
22500,0.11,64.65,5.22,234.27
22500,0.11,64.65,6.02,236.21
22500,0.11,64.65,12.18,249.57
22500,0.11,64.65,7.94,246.18
22500,0.11,64.65,4.53,237.49
22500,0.11,64.65,6.86,234.95
22500,0.11,64.65,8.73,245.98
22500,0.11,64.65,3.36,241.66
22500,0.11,64.65,6.96,244.62
22500,0.11,64.65,8.22,241.03
22500,0.11,64.65,8,243.11
22500,0.11,64.65,4.08,237.14
22500,0.11,64.65,6.48,237.01
22500,0.11,64.65,9.28,240.98
22500,0.11,64.65,6.55,241.95
22500,0.11,64.65,6.4,236.52
22500,0.11,64.65,5.79,235.84
22500,0.11,64.65,4.41,239.19
22500,0.11,64.65,6.67,241.32
22500,0.11,64.65,7.74,241.6
22500,0.11,64.65,7.04,235.41
22500,0.11,64.65,11.33,243.89
22500,0.11,64.65,5.62,241.4
22500,0.11,64.65,4.16,235.92
22500,0.11,64.65,9.16,241.32
22500,0.11,64.65,9.54,242.73
22500,0.11,64.65,10.8,255.62
22500,0.11,64.65,10.93,246.42
22500,0.11,64.65,4.37,236.39
22500,0.11,27.55,8.53,1503.93
22500,0.11,27.55,9.79,1513.39
22500,0.11,27.55,7.23,1430
22500,0.11,27.55,7.83,1492.41
22500,0.11,27.55,12,1493.85
22500,0.11,27.55,6.6,1415.64
22500,0.11,27.55,3.62,1315.99
22500,0.11,27.55,4.76,1417.85
22500,0.11,27.55,4.73,1366.43
22500,0.11,27.55,6.83,1488.79
22500,0.11,27.55,11.25,1535.84
22500,0.11,27.55,6.67,1429.39
22500,0.11,27.55,7.29,1506.79
22500,0.11,27.55,4.9,1384.4
22500,0.11,27.55,8.27,1514.07
22500,0.11,27.55,3.12,1276.79
22500,0.11,27.55,5.14,1423.79
22500,0.11,27.55,9.65,1487.44
22500,0.11,27.55,9.97,1532.96
22500,0.11,27.55,7.11,1442.12
22500,0.11,27.55,9.21,1491.05
22500,0.11,27.55,7.87,1475.17
22500,0.11,27.55,5.9,1437.94
22500,0.11,27.55,6.27,1434.97
22500,0.11,27.55,6.2,1465.5
22500,0.11,27.55,8.83,1507.01
22500,0.11,27.55,7.16,1437.92
22500,0.11,27.55,7.44,1506.14
22500,0.11,27.55,4.91,1412.87
22500,0.11,27.55,6.76,1450.89
22500,0.11,27.55,9.68,1536.2
22500,0.11,27.55,5.64,1409.81
22500,0.11,27.55,7.17,1450.4
22500,0.11,27.55,10.72,1575.89
22500,0.11,27.55,8.39,1471.71
22500,0.11,27.55,7.36,1494.61
22500,0.11,27.55,6.25,1435.05
22500,0.11,27.55,11.67,1580.27
22500,0.11,27.55,7.64,1483.01
22500,0.11,27.55,5.56,1442.93
22500,0.11,27.55,6.07,1477.72
22500,0.11,27.55,5.47,1467.39
22500,0.11,27.55,6.15,1435.92
22500,0.11,27.55,10.53,1530.84
22500,0.11,27.55,8.13,1522.17
22500,0.11,27.55,8.93,1476.35
22500,0.11,27.55,10.19,1540.65
22500,0.11,27.55,7.49,1497.49
22500,0.11,27.55,7.69,1506.28
22500,0.11,27.55,7.53,1521.78
22500,0.11,27.55,6.89,1494.91
22500,0.11,27.55,5.99,1396.41
22500,0.11,27.55,5.28,1373.47
22500,0.11,27.55,8.56,1496.65
22500,0.11,27.55,5.04,1408.23
22500,0.11,27.55,2.86,1232.44
22500,0.11,27.55,10.08,1476.94
22500,0.11,27.55,5.92,1406.77
22500,0.11,27.55,5.81,1457.79
22500,0.11,27.55,5.08,1391.63
22500,0.11,27.55,10.27,1529.55
22500,0.11,27.55,8.67,1518.43
22500,0.11,27.55,8.37,1511.18
22500,0.11,27.55,4.27,1369.8
22500,0.11,27.55,10.37,1542.6
22500,0.11,27.55,3.87,1327.17
22500,0.11,27.55,5.45,1423.38
22500,0.11,27.55,8.9,1497.99
22500,0.11,27.55,9.05,1469.78
22500,0.11,27.55,9.4,1532.38
22500,0.11,27.55,4.6,1369.6
22500,0.11,27.55,5.22,1358.93
22500,0.11,27.55,6.02,1413.46
22500,0.11,27.55,12.18,1563.85
22500,0.11,27.55,7.94,1520.33
22500,0.11,27.55,4.53,1366.53
22500,0.11,27.55,6.86,1439.09
22500,0.11,27.55,8.73,1543.82
22500,0.11,27.55,3.36,1338.4
22500,0.11,27.55,6.96,1507.49
22500,0.11,27.55,8.22,1493.45
22500,0.11,27.55,8,1509.96
22500,0.11,27.55,4.08,1331.65
22500,0.11,27.55,6.48,1433.06
22500,0.11,27.55,9.28,1487.22
22500,0.11,27.55,6.55,1497.56
22500,0.11,27.55,6.4,1449.61
22500,0.11,27.55,5.79,1406.67
22500,0.11,27.55,4.41,1420.55
22500,0.11,27.55,6.67,1465.06
22500,0.11,27.55,7.74,1477.31
22500,0.11,27.55,7.04,1434.45
22500,0.11,27.55,11.33,1527.26
22500,0.11,27.55,5.62,1478.55
22500,0.11,27.55,4.16,1341.02
22500,0.11,27.55,9.16,1490.11
22500,0.11,27.55,9.54,1508.57
22500,0.11,27.55,10.8,1592.93
22500,0.11,27.55,10.93,1545.51
22500,0.11,27.55,4.37,1347.43
22500,0.11,45.5,8.53,647.66
22500,0.11,45.5,9.79,653.37
22500,0.11,45.5,7.23,599.01
22500,0.11,45.5,7.83,637.71
22500,0.11,45.5,12,648.93
22500,0.11,45.5,6.6,586.5
22500,0.11,45.5,3.62,506.16
22500,0.11,45.5,4.76,581.07
22500,0.11,45.5,4.73,548.69
22500,0.11,45.5,6.83,638
22500,0.11,45.5,11.25,671.74
22500,0.11,45.5,6.67,593.24
22500,0.11,45.5,7.29,644.56
22500,0.11,45.5,4.9,563.43
22500,0.11,45.5,8.27,655.9
22500,0.11,45.5,3.12,481.99
22500,0.11,45.5,5.14,578.7
22500,0.11,45.5,9.65,635.67
22500,0.11,45.5,9.97,671.09
22500,0.11,45.5,7.11,603.9
22500,0.11,45.5,9.21,636.38
22500,0.11,45.5,7.87,624.69
22500,0.11,45.5,5.9,597.16
22500,0.11,45.5,6.27,598.45
22500,0.11,45.5,6.2,621.19
22500,0.11,45.5,8.83,646.89
22500,0.11,45.5,7.16,601.51
22500,0.11,45.5,7.44,649.05
22500,0.11,45.5,4.91,582.72
22500,0.11,45.5,6.76,606.01
22500,0.11,45.5,9.68,667.93
22500,0.11,45.5,5.64,573.14
22500,0.11,45.5,7.17,610.26
22500,0.11,45.5,10.72,695.83
22500,0.11,45.5,8.39,621.53
22500,0.11,45.5,7.36,637.06
22500,0.11,45.5,6.25,595.33
22500,0.11,45.5,11.67,701.83
22500,0.11,45.5,7.64,627.27
22500,0.11,45.5,5.56,596.74
22500,0.11,45.5,6.07,626.12
22500,0.11,45.5,5.47,610.89
22500,0.11,45.5,6.15,600.25
22500,0.11,45.5,10.53,666.21
22500,0.11,45.5,8.13,658.83
22500,0.11,45.5,8.93,628.15
22500,0.11,45.5,10.19,676.14
22500,0.11,45.5,7.49,641.86
22500,0.11,45.5,7.69,644.51
22500,0.11,45.5,7.53,657.75
22500,0.11,45.5,6.89,637.56
22500,0.11,45.5,5.99,572.94
22500,0.11,45.5,5.28,555.74
22500,0.11,45.5,8.56,639.77
22500,0.11,45.5,5.04,577.38
22500,0.11,45.5,2.86,457.99
22500,0.11,45.5,10.08,632.93
22500,0.11,45.5,5.92,576.29
22500,0.11,45.5,5.81,606.52
22500,0.11,45.5,5.08,566.25
22500,0.11,45.5,10.27,663.22
22500,0.11,45.5,8.67,658.09
22500,0.11,45.5,8.37,652.08
22500,0.11,45.5,4.27,544.91
22500,0.11,45.5,10.37,677.88
22500,0.11,45.5,3.87,511.55
22500,0.11,45.5,5.45,586.13
22500,0.11,45.5,8.9,645.18
22500,0.11,45.5,9.05,624.2
22500,0.11,45.5,9.4,667.1
22500,0.11,45.5,4.6,542.29
22500,0.11,45.5,5.22,551
22500,0.11,45.5,6.02,581.28
22500,0.11,45.5,12.18,692.5
22500,0.11,45.5,7.94,658.61
22500,0.11,45.5,4.53,544.93
22500,0.11,45.5,6.86,597.43
22500,0.11,45.5,8.73,671.14
22500,0.11,45.5,3.36,514.64
22500,0.11,45.5,6.96,646.27
22500,0.11,45.5,8.22,640.87
22500,0.11,45.5,8,652.01
22500,0.11,45.5,4.08,518.84
22500,0.11,45.5,6.48,595.8
22500,0.11,45.5,9.28,637.64
22500,0.11,45.5,6.55,639.4
22500,0.11,45.5,6.4,605.98
22500,0.11,45.5,5.79,578.58
22500,0.11,45.5,4.41,578.21
22500,0.11,45.5,6.67,618.51
22500,0.11,45.5,7.74,631.32
22500,0.11,45.5,7.04,596.77
22500,0.11,45.5,11.33,667.1
22500,0.11,45.5,5.62,622.09
22500,0.11,45.5,4.16,524.43
22500,0.11,45.5,9.16,639.21
22500,0.11,45.5,9.54,652.91
22500,0.11,45.5,10.8,708
22500,0.11,45.5,10.93,676.53
22500,0.11,45.5,4.37,527.25
22500,0.11,69.05,8.53,284.3
22500,0.11,69.05,9.79,285.16
22500,0.11,69.05,7.23,288.88
22500,0.11,69.05,7.83,285.17
22500,0.11,69.05,12,282.83
22500,0.11,69.05,6.6,287.5
22500,0.11,69.05,3.62,310.84
22500,0.11,69.05,4.76,293.42
22500,0.11,69.05,4.73,296.47
22500,0.11,69.05,6.83,286.47
22500,0.11,69.05,11.25,282.74
22500,0.11,69.05,6.67,287.43
22500,0.11,69.05,7.29,283.72
22500,0.11,69.05,4.9,291.56
22500,0.11,69.05,8.27,282.58
22500,0.11,69.05,3.12,313.97
22500,0.11,69.05,5.14,297.4
22500,0.11,69.05,9.65,282.28
22500,0.11,69.05,9.97,281.1
22500,0.11,69.05,7.11,287.63
22500,0.11,69.05,9.21,286.32
22500,0.11,69.05,7.87,287.52
22500,0.11,69.05,5.9,292.79
22500,0.11,69.05,6.27,292.58
22500,0.11,69.05,6.2,288.6
22500,0.11,69.05,8.83,285.51
22500,0.11,69.05,7.16,290.04
22500,0.11,69.05,7.44,283.27
22500,0.11,69.05,4.91,292.28
22500,0.11,69.05,6.76,288.61
22500,0.11,69.05,9.68,287.33
22500,0.11,69.05,5.64,292.24
22500,0.11,69.05,7.17,286.71
22500,0.11,69.05,10.72,286.23
22500,0.11,69.05,8.39,285.58
22500,0.11,69.05,7.36,286.47
22500,0.11,69.05,6.25,289
22500,0.11,69.05,11.67,283.44
22500,0.11,69.05,7.64,291.89
22500,0.11,69.05,5.56,290.6
22500,0.11,69.05,6.07,287.78
22500,0.11,69.05,5.47,294.35
22500,0.11,69.05,6.15,286.27
22500,0.11,69.05,10.53,281.45
22500,0.11,69.05,8.13,286.48
22500,0.11,69.05,8.93,284.53
22500,0.11,69.05,10.19,279.78
22500,0.11,69.05,7.49,286.95
22500,0.11,69.05,7.69,285.26
22500,0.11,69.05,7.53,286.28
22500,0.11,69.05,6.89,288.64
22500,0.11,69.05,5.99,291.7
22500,0.11,69.05,5.28,293.45
22500,0.11,69.05,8.56,287.69
22500,0.11,69.05,5.04,296.49
22500,0.11,69.05,2.86,323.82
22500,0.11,69.05,10.08,284.46
22500,0.11,69.05,5.92,293.67
22500,0.11,69.05,5.81,292.53
22500,0.11,69.05,5.08,293.2
22500,0.11,69.05,10.27,283.9
22500,0.11,69.05,8.67,283.4
22500,0.11,69.05,8.37,284.59
22500,0.11,69.05,4.27,299.96
22500,0.11,69.05,10.37,282.26
22500,0.11,69.05,3.87,311.12
22500,0.11,69.05,5.45,294.56
22500,0.11,69.05,8.9,283.12
22500,0.11,69.05,9.05,284.26
22500,0.11,69.05,9.4,284.6
22500,0.11,69.05,4.6,298.92
22500,0.11,69.05,5.22,292.95
22500,0.11,69.05,6.02,292.37
22500,0.11,69.05,12.18,282.84
22500,0.11,69.05,7.94,287.51
22500,0.11,69.05,4.53,299.45
22500,0.11,69.05,6.86,287.06
22500,0.11,69.05,8.73,285.14
22500,0.11,69.05,3.36,311.48
22500,0.11,69.05,6.96,288.94
22500,0.11,69.05,8.22,284.84
22500,0.11,69.05,8,284.74
22500,0.11,69.05,4.08,303.25
22500,0.11,69.05,6.48,289.52
22500,0.11,69.05,9.28,285.62
22500,0.11,69.05,6.55,287.2
22500,0.11,69.05,6.4,286.83
22500,0.11,69.05,5.79,291.42
22500,0.11,69.05,4.41,297.74
22500,0.11,69.05,6.67,289.28
22500,0.11,69.05,7.74,287.73
22500,0.11,69.05,7.04,287.84
22500,0.11,69.05,11.33,280.49
22500,0.11,69.05,5.62,291.79
22500,0.11,69.05,4.16,300.72
22500,0.11,69.05,9.16,285.33
22500,0.11,69.05,9.54,283.58
22500,0.11,69.05,10.8,288.01
22500,0.11,69.05,10.93,283.17
22500,0.11,69.05,4.37,301.73
22500,0.11,63,8.53,401.06
22500,0.11,63,9.79,403.47
22500,0.11,63,7.23,387.48
22500,0.11,63,7.83,397.85
22500,0.11,63,12,401.12
22500,0.11,63,6.6,380.55
22500,0.11,63,3.62,370.09
22500,0.11,63,4.76,384.54
22500,0.11,63,4.73,373.73
22500,0.11,63,6.83,399.72
22500,0.11,63,11.25,409.64
22500,0.11,63,6.67,384.56
22500,0.11,63,7.29,398.46
22500,0.11,63,4.9,374.71
22500,0.11,63,8.27,402.53
22500,0.11,63,3.12,363.88
22500,0.11,63,5.14,385.8
22500,0.11,63,9.65,394.08
22500,0.11,63,9.97,408.15
22500,0.11,63,7.11,388.36
22500,0.11,63,9.21,397.88
22500,0.11,63,7.87,396.08
22500,0.11,63,5.9,389.41
22500,0.11,63,6.27,389.57
22500,0.11,63,6.2,395.53
22500,0.11,63,8.83,401.79
22500,0.11,63,7.16,389.04
22500,0.11,63,7.44,400.21
22500,0.11,63,4.91,384.34
22500,0.11,63,6.76,390.77
22500,0.11,63,9.68,410.65
22500,0.11,63,5.64,378.65
22500,0.11,63,7.17,389.14
22500,0.11,63,10.72,420.54
22500,0.11,63,8.39,392.38
22500,0.11,63,7.36,397.74
22500,0.11,63,6.25,385.67
22500,0.11,63,11.67,420.33
22500,0.11,63,7.64,398.85
22500,0.11,63,5.56,387.29
22500,0.11,63,6.07,395.91
22500,0.11,63,5.47,396.25
22500,0.11,63,6.15,385.34
22500,0.11,63,10.53,405.44
22500,0.11,63,8.13,406.29
22500,0.11,63,8.93,393.81
22500,0.11,63,10.19,407.6
22500,0.11,63,7.49,401.06
22500,0.11,63,7.69,399.9
22500,0.11,63,7.53,405.77
22500,0.11,63,6.89,401.03
22500,0.11,63,5.99,379.88
22500,0.11,63,5.28,375.04
22500,0.11,63,8.56,400.19
22500,0.11,63,5.04,385.29
22500,0.11,63,2.86,363.44
22500,0.11,63,10.08,395.65
22500,0.11,63,5.92,382.4
22500,0.11,63,5.81,393.35
22500,0.11,63,5.08,377.39
22500,0.11,63,10.27,405.29
22500,0.11,63,8.67,403.94
22500,0.11,63,8.37,402.53
22500,0.11,63,4.27,376.01
22500,0.11,63,10.37,411.46
22500,0.11,63,3.87,373.66
22500,0.11,63,5.45,386.88
22500,0.11,63,8.9,398.81
22500,0.11,63,9.05,391.72
22500,0.11,63,9.4,408.59
22500,0.11,63,4.6,373.21
22500,0.11,63,5.22,372.29
22500,0.11,63,6.02,383.3
22500,0.11,63,12.18,417.18
22500,0.11,63,7.94,407.84
22500,0.11,63,4.53,375.7
22500,0.11,63,6.86,385.29
22500,0.11,63,8.73,411.03
22500,0.11,63,3.36,374.35
22500,0.11,63,6.96,404.25
22500,0.11,63,8.22,399.32
22500,0.11,63,8,403.15
22500,0.11,63,4.08,369.3
22500,0.11,63,6.48,387.49
22500,0.11,63,9.28,399.33
22500,0.11,63,6.55,400.21
22500,0.11,63,6.4,387.57
22500,0.11,63,5.79,381.27
22500,0.11,63,4.41,385.72
22500,0.11,63,6.67,393.11
22500,0.11,63,7.74,399.06
22500,0.11,63,7.04,386.73
22500,0.11,63,11.33,404.84
22500,0.11,63,5.62,398.22
22500,0.11,63,4.16,369.72
22500,0.11,63,9.16,398.83
22500,0.11,63,9.54,402.13
22500,0.11,63,10.8,426.52
22500,0.11,63,10.93,411.01
22500,0.11,63,4.37,371.2
22500,0.11,77.05,8.53,254.89
22500,0.11,77.05,9.79,254.76
22500,0.11,77.05,7.23,276.64
22500,0.11,77.05,7.83,259.86
22500,0.11,77.05,12,250.11
22500,0.11,77.05,6.6,279.3
22500,0.11,77.05,3.62,333.16
22500,0.11,77.05,4.76,288.62
22500,0.11,77.05,4.73,303.11
22500,0.11,77.05,6.83,259.26
22500,0.11,77.05,11.25,242.19
22500,0.11,77.05,6.67,276.72
22500,0.11,77.05,7.29,256.47
22500,0.11,77.05,4.9,290.5
22500,0.11,77.05,8.27,248.82
22500,0.11,77.05,3.12,343.53
22500,0.11,77.05,5.14,297.77
22500,0.11,77.05,9.65,257.42
22500,0.11,77.05,9.97,239.13
22500,0.11,77.05,7.11,272.97
22500,0.11,77.05,9.21,262.94
22500,0.11,77.05,7.87,267.9
22500,0.11,77.05,5.9,281.39
22500,0.11,77.05,6.27,279.47
22500,0.11,77.05,6.2,267.62
22500,0.11,77.05,8.83,258.46
22500,0.11,77.05,7.16,278.51
22500,0.11,77.05,7.44,252.17
22500,0.11,77.05,4.91,284.88
22500,0.11,77.05,6.76,275.45
22500,0.11,77.05,9.68,252.92
22500,0.11,77.05,5.64,292.27
22500,0.11,77.05,7.17,269.55
22500,0.11,77.05,10.72,237.98
22500,0.11,77.05,8.39,266.9
22500,0.11,77.05,7.36,262.16
22500,0.11,77.05,6.25,278
22500,0.11,77.05,11.67,231.52
22500,0.11,77.05,7.64,272.44
22500,0.11,77.05,5.56,280.95
22500,0.11,77.05,6.07,266.18
22500,0.11,77.05,5.47,282.25
22500,0.11,77.05,6.15,271.76
22500,0.11,77.05,10.53,243.02
22500,0.11,77.05,8.13,253.58
22500,0.11,77.05,8.93,262.7
22500,0.11,77.05,10.19,234.8
22500,0.11,77.05,7.49,260.2
22500,0.11,77.05,7.69,258.56
22500,0.11,77.05,7.53,253.74
22500,0.11,77.05,6.89,264.65
22500,0.11,77.05,5.99,288.98
22500,0.11,77.05,5.28,297.09
22500,0.11,77.05,8.56,263.26
22500,0.11,77.05,5.04,293.41
22500,0.11,77.05,2.86,362.59
22500,0.11,77.05,10.08,259.23
22500,0.11,77.05,5.92,291.93
22500,0.11,77.05,5.81,280.78
22500,0.11,77.05,5.08,293.07
22500,0.11,77.05,10.27,250.18
22500,0.11,77.05,8.67,249.57
22500,0.11,77.05,8.37,253.44
22500,0.11,77.05,4.27,308.24
22500,0.11,77.05,10.37,237.62
22500,0.11,77.05,3.87,333.43
22500,0.11,77.05,5.45,289.33
22500,0.11,77.05,8.9,253.59
22500,0.11,77.05,9.05,263.19
22500,0.11,77.05,9.4,245.87
22500,0.11,77.05,4.6,308.86
22500,0.11,77.05,5.22,295.98
22500,0.11,77.05,6.02,288.6
22500,0.11,77.05,12.18,233.61
22500,0.11,77.05,7.94,254.62
22500,0.11,77.05,4.53,306.95
22500,0.11,77.05,6.86,276.15
22500,0.11,77.05,8.73,247.1
22500,0.11,77.05,3.36,332.76
22500,0.11,77.05,6.96,261.6
22500,0.11,77.05,8.22,257.78
22500,0.11,77.05,8,253.33
22500,0.11,77.05,4.08,319.27
22500,0.11,77.05,6.48,278.18
22500,0.11,77.05,9.28,260.32
22500,0.11,77.05,6.55,261.64
22500,0.11,77.05,6.4,272.9
22500,0.11,77.05,5.79,286.93
22500,0.11,77.05,4.41,295.95
22500,0.11,77.05,6.67,270.53
22500,0.11,77.05,7.74,264.48
22500,0.11,77.05,7.04,276.38
22500,0.11,77.05,11.33,239.93
22500,0.11,77.05,5.62,274.65
22500,0.11,77.05,4.16,315.17
22500,0.11,77.05,9.16,259.26
22500,0.11,77.05,9.54,251.48
22500,0.11,77.05,10.8,235.92
22500,0.11,77.05,10.93,241.56
22500,0.11,77.05,4.37,316.09
22500,0.11,75.05,8.53,280.18
22500,0.11,75.05,9.79,281.58
22500,0.11,75.05,7.23,288.07
22500,0.11,75.05,7.83,281.75
22500,0.11,75.05,12,279.17
22500,0.11,75.05,6.6,287.67
22500,0.11,75.05,3.62,313.38
22500,0.11,75.05,4.76,291.24
22500,0.11,75.05,4.73,297.98
22500,0.11,75.05,6.83,281.48
22500,0.11,75.05,11.25,276.74
22500,0.11,75.05,6.67,286.44
22500,0.11,75.05,7.29,279.86
22500,0.11,75.05,4.9,291.36
22500,0.11,75.05,8.27,277.03
22500,0.11,75.05,3.12,315.8
22500,0.11,75.05,5.14,298.07
22500,0.11,75.05,9.65,280.62
22500,0.11,75.05,9.97,273.97
22500,0.11,75.05,7.11,286.64
22500,0.11,75.05,9.21,284.72
22500,0.11,75.05,7.87,285.38
22500,0.11,75.05,5.9,291.6
22500,0.11,75.05,6.27,291.56
22500,0.11,75.05,6.2,284.73
22500,0.11,75.05,8.83,282.24
22500,0.11,75.05,7.16,289.53
22500,0.11,75.05,7.44,278.03
22500,0.11,75.05,4.91,289.57
22500,0.11,75.05,6.76,287.36
22500,0.11,75.05,9.68,282.56
22500,0.11,75.05,5.64,294.17
22500,0.11,75.05,7.17,285.21
22500,0.11,75.05,10.72,278.02
22500,0.11,75.05,8.39,284.43
22500,0.11,75.05,7.36,283.51
22500,0.11,75.05,6.25,287.91
22500,0.11,75.05,11.67,274.49
22500,0.11,75.05,7.64,290.72
22500,0.11,75.05,5.56,289.01
22500,0.11,75.05,6.07,283.58
22500,0.11,75.05,5.47,292.25
22500,0.11,75.05,6.15,283.9
22500,0.11,75.05,10.53,276.21
22500,0.11,75.05,8.13,281.56
22500,0.11,75.05,8.93,283.02
22500,0.11,75.05,10.19,272.57
22500,0.11,75.05,7.49,282.82
22500,0.11,75.05,7.69,281.59
22500,0.11,75.05,7.53,280.86
22500,0.11,75.05,6.89,284.68
22500,0.11,75.05,5.99,292.3
22500,0.11,75.05,5.28,294.55
22500,0.11,75.05,8.56,285.31
22500,0.11,75.05,5.04,295.66
22500,0.11,75.05,2.86,326.19
22500,0.11,75.05,10.08,282.6
22500,0.11,75.05,5.92,294.71
22500,0.11,75.05,5.81,290.31
22500,0.11,75.05,5.08,293.58
22500,0.11,75.05,10.27,279.98
22500,0.11,75.05,8.67,278.14
22500,0.11,75.05,8.37,280.12
22500,0.11,75.05,4.27,300.5
22500,0.11,75.05,10.37,274.48
22500,0.11,75.05,3.87,314.12
22500,0.11,75.05,5.45,293.76
22500,0.11,75.05,8.9,279.24
22500,0.11,75.05,9.05,283.16
22500,0.11,75.05,9.4,278.92
22500,0.11,75.05,4.6,301.08
22500,0.11,75.05,5.22,294.23
22500,0.11,75.05,6.02,292.8
22500,0.11,75.05,12.18,274.59
22500,0.11,75.05,7.94,281.99
22500,0.11,75.05,4.53,300.05
22500,0.11,75.05,6.86,286.54
22500,0.11,75.05,8.73,278.86
22500,0.11,75.05,3.36,312.21
22500,0.11,75.05,6.96,284.34
22500,0.11,75.05,8.22,281
22500,0.11,75.05,8,279.74
22500,0.11,75.05,4.08,305.2
22500,0.11,75.05,6.48,288.24
22500,0.11,75.05,9.28,282.66
22500,0.11,75.05,6.55,282.55
22500,0.11,75.05,6.4,285.07
22500,0.11,75.05,5.79,291.5
22500,0.11,75.05,4.41,296.05
22500,0.11,75.05,6.67,287.42
22500,0.11,75.05,7.74,284.09
22500,0.11,75.05,7.04,286.86
22500,0.11,75.05,11.33,275.01
22500,0.11,75.05,5.62,288.02
22500,0.11,75.05,4.16,302.66
22500,0.11,75.05,9.16,282.52
22500,0.11,75.05,9.54,279.3
22500,0.11,75.05,10.8,278.93
22500,0.11,75.05,10.93,277.01
22500,0.11,75.05,4.37,303.9
22500,0.11,77.5,8.53,290.67
22500,0.11,77.5,9.79,292.36
22500,0.11,77.5,7.23,305.36
22500,0.11,77.5,7.83,293.66
22500,0.11,77.5,12,289.01
22500,0.11,77.5,6.6,305.96
22500,0.11,77.5,3.62,340.31
22500,0.11,77.5,4.76,309.09
22500,0.11,77.5,4.73,319.99
22500,0.11,77.5,6.83,291.72
22500,0.11,77.5,11.25,282.83
22500,0.11,77.5,6.67,303.9
22500,0.11,77.5,7.29,290.4
22500,0.11,77.5,4.9,310.64
22500,0.11,77.5,8.27,285.27
22500,0.11,77.5,3.12,344.17
22500,0.11,77.5,5.14,319.45
22500,0.11,77.5,9.65,293.19
22500,0.11,77.5,9.97,278.87
22500,0.11,77.5,7.11,301.82
22500,0.11,77.5,9.21,297.31
22500,0.11,77.5,7.87,299.38
22500,0.11,77.5,5.9,307.58
22500,0.11,77.5,6.27,306.8
22500,0.11,77.5,6.2,296.39
22500,0.11,77.5,8.83,294.11
22500,0.11,77.5,7.16,307.32
22500,0.11,77.5,7.44,286.74
22500,0.11,77.5,4.91,306.37
22500,0.11,77.5,6.76,303.54
22500,0.11,77.5,9.68,291.58
22500,0.11,77.5,5.64,315.41
22500,0.11,77.5,7.17,299.27
22500,0.11,77.5,10.72,280.43
22500,0.11,77.5,8.39,298.89
22500,0.11,77.5,7.36,295.35
22500,0.11,77.5,6.25,304.48
22500,0.11,77.5,11.67,274.98
22500,0.11,77.5,7.64,304.35
22500,0.11,77.5,5.56,305.48
22500,0.11,77.5,6.07,295.74
22500,0.11,77.5,5.47,307.54
22500,0.11,77.5,6.15,298.46
22500,0.11,77.5,10.53,282.82
22500,0.11,77.5,8.13,290.02
22500,0.11,77.5,8.93,295.99
22500,0.11,77.5,10.19,275.61
22500,0.11,77.5,7.49,293.83
22500,0.11,77.5,7.69,292.89
22500,0.11,77.5,7.53,289.17
22500,0.11,77.5,6.89,296.73
22500,0.11,77.5,5.99,313.01
22500,0.11,77.5,5.28,317.49
22500,0.11,77.5,8.56,298.04
22500,0.11,77.5,5.04,314.94
22500,0.11,77.5,2.86,357.5
22500,0.11,77.5,10.08,295.24
22500,0.11,77.5,5.92,315.89
22500,0.11,77.5,5.81,306.66
22500,0.11,77.5,5.08,313.88
22500,0.11,77.5,10.27,289.07
22500,0.11,77.5,8.67,286.58
22500,0.11,77.5,8.37,289.55
22500,0.11,77.5,4.27,322.65
22500,0.11,77.5,10.37,278.4
22500,0.11,77.5,3.87,342.43
22500,0.11,77.5,5.45,312.75
22500,0.11,77.5,8.9,289.65
22500,0.11,77.5,9.05,296.5
22500,0.11,77.5,9.4,284.93
22500,0.11,77.5,4.6,324.57
22500,0.11,77.5,5.22,316.29
22500,0.11,77.5,6.02,313.18
22500,0.11,77.5,12.18,276.58
22500,0.11,77.5,7.94,290.55
22500,0.11,77.5,4.53,322.38
22500,0.11,77.5,6.86,303.77
22500,0.11,77.5,8.73,285.63
22500,0.11,77.5,3.36,338.36
22500,0.11,77.5,6.96,294.81
22500,0.11,77.5,8.22,292.49
22500,0.11,77.5,8,288.92
22500,0.11,77.5,4.08,330.66
22500,0.11,77.5,6.48,305.3
22500,0.11,77.5,9.28,295.58
22500,0.11,77.5,6.55,293.43
22500,0.11,77.5,6.4,300.13
22500,0.11,77.5,5.79,310.91
22500,0.11,77.5,4.41,314.63
22500,0.11,77.5,6.67,300.13
22500,0.11,77.5,7.74,296.36
22500,0.11,77.5,7.04,304.49
22500,0.11,77.5,11.33,280.6
22500,0.11,77.5,5.62,301.49
22500,0.11,77.5,4.16,327.29
22500,0.11,77.5,9.16,294.72
